reporting_period,project_id,project_county,project_city,project_zip,electric_utility,project_completion_date,total_project_cost,pre_retrofit_home_heating_fuel_type,size_of_home,number_of_units,job_type,type_of_dwelling,measure_type,estimated_annual_kwh_savings,estimated_annual_mmbtu_savings,first_year_modeled_project_energy_savings_estimate,location_1,:@computed_region_yamh_8v7k,:@computed_region_wbg7_3whc,:@computed_region_kjdx_g34t,year_home_built,gas_utility
2021-01-30T00:00:00.000,319939,Niagara,Sanborn,14132,National Grid,2018-01-04T00:00:00.000,3048,Natural Gas,802,1,Home Performance,Mobile,Building Shell,0,15,238,"{'latitude': '43.146095', 'longitude': '-78.876048', 'human_address': '{""address"": """", ""city"": ""Sanborn"", ""state"": ""NY"", ""zip"": ""14132""}'}",173,1107,2131,,
2021-01-30T00:00:00.000,322614,Orleans,Holley,14470,National Grid,2018-03-06T00:00:00.000,6651,Propane,"1,326",1,Home Performance,Mobile,Building Shell,510,46,514,"{'latitude': '43.211567', 'longitude': '-78.054132', 'human_address': '{""address"": """", ""city"": ""Holley"", ""state"": ""NY"", ""zip"": ""14470""}'}",504,240,626,1997,
2021-01-30T00:00:00.000,344872,Oneida,Rome,13440,National Grid,2018-03-06T00:00:00.000,5071,Kerosene,952,1,Home Performance,Mobile,Building Shell,460,18,629,"{'latitude': '43.214717', 'longitude': '-75.454665', 'human_address': '{""address"": """", ""city"": ""Rome"", ""state"": ""NY"", ""zip"": ""13440""}'}",989,1366,625,1993,
2021-01-30T00:00:00.000,344879,Oneida,Rome,13440,National Grid,2018-03-28T00:00:00.000,5133,Oil,972,1,Home Performance,Mobile,Building Shell,510,13,407,"{'latitude': '43.214717', 'longitude': '-75.454665', 'human_address': '{""address"": """", ""city"": ""Rome"", ""state"": ""NY"", ""zip"": ""13440""}'}",989,1366,625,,
2021-01-30T00:00:00.000,320335,Orleans,Kent,14477,National Grid,2018-04-13T00:00:00.000,5475,Oil,"1,700",1,Home Performance,Single Family,Building Shell,0,34,718,"{'latitude': '43.346379', 'longitude': '-78.13651', 'human_address': '{""address"": """", ""city"": ""Kent"", ""state"": ""NY"", ""zip"": ""14477""}'}",505,245,626,,
2021-01-30T00:00:00.000,352253,Onondaga,Delphi,13051,National Grid,2018-04-13T00:00:00.000,5039,Propane,840,1,Home Performance,Mobile,Building Shell,301,16,489,"{'latitude': '42.877253', 'longitude': '-75.913778', 'human_address': '{""address"": """", ""city"": ""Delphi"", ""state"": ""NY"", ""zip"": ""13051""}'}",691,422,2132,1991,
2021-01-30T00:00:00.000,343469,Suffolk,Ridge,11961,Long Island Power Authority,2018-04-20T00:00:00.000,7425,Oil,"1,710",1,Home Performance,Single Family,Building Shell,0,41,788,"{'latitude': '40.893078', 'longitude': '-72.883233', 'human_address': '{""address"": """", ""city"": ""Ridge"", ""state"": ""NY"", ""zip"": ""11961""}'}",1022,1644,2179,1980,
2021-01-30T00:00:00.000,345158,Oneida,Rome,13440,National Grid,2018-04-24T00:00:00.000,4018,Propane,924,1,Home Performance,Mobile,Building Shell,301,11,369,"{'latitude': '43.214717', 'longitude': '-75.454665', 'human_address': '{""address"": """", ""city"": ""Rome"", ""state"": ""NY"", ""zip"": ""13440""}'}",989,1366,625,,
2021-01-30T00:00:00.000,333868,Oneida,Verona,13478,National Grid,2018-05-01T00:00:00.000,6400,Oil,"1,350",1,Home Performance,Single Family,Building Shell,1441,22,565,"{'latitude': '43.143375', 'longitude': '-75.578144', 'human_address': '{""address"": """", ""city"": ""Verona"", ""state"": ""NY"", ""zip"": ""13478""}'}",982,1385,625,,
2021-01-30T00:00:00.000,351440,Kings,Brooklyn,11210,Consolidated Edison,2018-05-18T00:00:00.000,6952,Natural Gas,"1,560",1,Home Performance,Single Family,Building Shell,748,44,731,"{'latitude': '40.627743', 'longitude': '-73.946445', 'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11210""}'}",894,888,2090,1971,National Grid
2021-01-30T00:00:00.000,350399,Steuben,Wayland,14572,New York State Electric & Gas,2018-06-14T00:00:00.000,1961,Propane,924,1,Home Performance,Mobile,Building Shell,393,12,265,"{'latitude': '42.558919', 'longitude': '-77.575008', 'human_address': '{""address"": """", ""city"": ""Wayland"", ""state"": ""NY"", ""zip"": ""14572""}'}",20,417,2178,,
2021-01-30T00:00:00.000,347834,Essex,Ticonderoga,12883,National Grid,2018-06-18T00:00:00.000,2531,Kerosene,"1,264",1,Home Performance,Single Family,Building Shell,510,17,492,"{'latitude': '43.857953', 'longitude': '-73.463484', 'human_address': '{""address"": """", ""city"": ""Ticonderoga"", ""state"": ""NY"", ""zip"": ""12883""}'}",420,154,2084,1871,
2021-01-30T00:00:00.000,343820,Bronx,Bronx,10461,Consolidated Edison,2018-06-25T00:00:00.000,6018,Oil,"1,760",1,Home Performance,Single Family,Building Shell,1143,30,687,"{'latitude': '40.846823', 'longitude': '-73.840311', 'human_address': '{""address"": """", ""city"": ""Bronx"", ""state"": ""NY"", ""zip"": ""10461""}'}",307,674,2032,,
2021-01-30T00:00:00.000,348543,Oneida,Rome,13440,National Grid,2018-06-25T00:00:00.000,5269,Natural Gas,"1,350",1,Home Performance,Single Family,Building Shell,5291,4,777,"{'latitude': '43.214717', 'longitude': '-75.454665', 'human_address': '{""address"": """", ""city"": ""Rome"", ""state"": ""NY"", ""zip"": ""13440""}'}",989,1366,625,,National Grid
2021-01-30T00:00:00.000,347401,Oneida,Rome,13440,National Grid,2018-07-13T00:00:00.000,6248,Kerosene,924,1,Home Performance,Single Family,Building Shell,950,24,542,"{'latitude': '43.214717', 'longitude': '-75.454665', 'human_address': '{""address"": """", ""city"": ""Rome"", ""state"": ""NY"", ""zip"": ""13440""}'}",989,1366,625,1986,
2021-01-30T00:00:00.000,329375,Onondaga,Pompey,13138,National Grid,2018-07-23T00:00:00.000,4166,Propane,"1,089",1,Home Performance,Single Family,Building Shell,460,31,1028,"{'latitude': '42.899698', 'longitude': '-76.013804', 'human_address': '{""address"": """", ""city"": ""Pompey"", ""state"": ""NY"", ""zip"": ""13138""}'}",691,680,2132,,
2021-01-30T00:00:00.000,355275,Tioga,Waverly,14892,Municipal,2018-08-02T00:00:00.000,1189,Natural Gas,"1,780",1,Home Performance,Single Family,Building Shell,0,5,55,"{'latitude': '42.034064', 'longitude': '-76.528603', 'human_address': '{""address"": """", ""city"": ""Waverly"", ""state"": ""NY"", ""zip"": ""14892""}'}",58,920,630,1933,
2021-01-30T00:00:00.000,364330,New York,New York,10032,Consolidated Edison,2018-08-17T00:00:00.000,684,Natural Gas,"1,118",1,Electric Reduction,Single Family,Building Shell,510,0,97,"{'latitude': '40.838832', 'longitude': '-73.942124', 'human_address': '{""address"": """", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10032""}'}",749,791,2095,,Consolidated Edison
2021-01-30T00:00:00.000,368930,New York,New York,10036,Consolidated Edison,2018-08-23T00:00:00.000,683,Electric,944,1,Electric Reduction,Single Family,Building Shell,510,1,103,"{'latitude': '40.759522', 'longitude': '-73.990194', 'human_address': '{""address"": """", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10036""}'}",749,795,2095,,Consolidated Edison
2021-01-30T00:00:00.000,364169,Cortland,Homer,13077,National Grid,2018-08-27T00:00:00.000,2597,Wood,"1,272",1,Home Performance,Single Family,Building Shell,1358,7,242,"{'latitude': '42.700003', 'longitude': '-76.197251', 'human_address': '{""address"": """", ""city"": ""Homer"", ""state"": ""NY"", ""zip"": ""13077""}'}",773,629,620,1993,
2021-01-30T00:00:00.000,362246,Bronx,Bronx,10460,Consolidated Edison,2018-08-30T00:00:00.000,1118,Natural Gas,982,1,Electric Reduction,Single Family,Building Shell,770,1,152,"{'latitude': '40.840806', 'longitude': '-73.879119', 'human_address': '{""address"": """", ""city"": ""Bronx"", ""state"": ""NY"", ""zip"": ""10460""}'}",307,673,2032,,National Grid
2021-01-30T00:00:00.000,350459,Lewis,Harrisville,13648,National Grid,2018-10-01T00:00:00.000,7996,Oil,"2,012",1,Home Performance,Single Family,Building Shell,1077,28,697,"{'latitude': '44.147742', 'longitude': '-75.295069', 'human_address': '{""address"": """", ""city"": ""Harrisville"", ""state"": ""NY"", ""zip"": ""13648""}'}",624,1574,623,1921,
2021-01-30T00:00:00.000,372452,Nassau,Freeport,11520,Municipal,2018-10-04T00:00:00.000,4946,Oil,"1,773",1,Home Performance,Single Family,Building Shell,443,23,574,"{'latitude': '40.653204', 'longitude': '-73.585847', 'human_address': '{""address"": """", ""city"": ""Freeport"", ""state"": ""NY"", ""zip"": ""11520""}'}",62,1356,2094,,
2021-01-30T00:00:00.000,355530,Oneida,Lee,13471,National Grid,2018-11-02T00:00:00.000,6479,Kerosene,931,1,Home Performance,Mobile,Building Shell,851,48,1312,"{'latitude': '43.351866', 'longitude': '-75.607343', 'human_address': '{""address"": """", ""city"": ""Lee"", ""state"": ""NY"", ""zip"": ""13471""}'}",935,1379,625,2015,
2021-01-30T00:00:00.000,377181,Albany,Cohoes,12047,National Grid,2018-11-27T00:00:00.000,4088,Natural Gas,"1,276",1,Home Performance,Single Family,Building Shell,0,25,228,"{'latitude': '42.778683', 'longitude': '-73.719474', 'human_address': '{""address"": """", ""city"": ""Cohoes"", ""state"": ""NY"", ""zip"": ""12047""}'}",835,1176,2030,,National Grid
2021-01-30T00:00:00.000,374703,Oneida,Verona,13478,National Grid,2018-12-06T00:00:00.000,5660,Oil,864,1,Home Performance,Single Family,Building Shell,928,36,826,"{'latitude': '43.143375', 'longitude': '-75.578144', 'human_address': '{""address"": """", ""city"": ""Verona"", ""state"": ""NY"", ""zip"": ""13478""}'}",982,1385,625,1961,
2021-01-30T00:00:00.000,368237,Oswego,Phoenix,13135,National Grid,2019-01-17T00:00:00.000,7451,Oil,"2,200",1,Home Performance,Single Family,Building Shell,0,78,1564,"{'latitude': '43.250396', 'longitude': '-76.316143', 'human_address': '{""address"": """", ""city"": ""Phoenix"", ""state"": ""NY"", ""zip"": ""13135""}'}",233,671,2135,1921,
2021-01-30T00:00:00.000,380735,Oswego,Oswego,13126,National Grid,2019-01-21T00:00:00.000,7389,Wood,980,1,Home Performance,Mobile,Building Shell,0,34,423,"{'latitude': '43.440456', 'longitude': '-76.474421', 'human_address': '{""address"": """", ""city"": ""Oswego"", ""state"": ""NY"", ""zip"": ""13126""}'}",232,667,2135,1988,
2021-01-30T00:00:00.000,385514,Oswego,Oswego,13126,National Grid,2019-02-04T00:00:00.000,7313,Other,"1,260",1,Home Performance,Single Family,Building Shell,301,20,570,"{'latitude': '43.440456', 'longitude': '-76.474421', 'human_address': '{""address"": """", ""city"": ""Oswego"", ""state"": ""NY"", ""zip"": ""13126""}'}",232,667,2135,,
2021-01-30T00:00:00.000,367965,Wyoming,Warsaw,14569,National Grid,2019-02-05T00:00:00.000,6721,Other,"1,652",1,Home Performance,Single Family,Building Shell,0,49,1300,"{'latitude': '42.740132', 'longitude': '-78.167436', 'human_address': '{""address"": """", ""city"": ""Warsaw"", ""state"": ""NY"", ""zip"": ""14569""}'}",391,415,2186,,
2021-01-30T00:00:00.000,394668,Niagara,Niagara Falls,14301,National Grid,2019-03-11T00:00:00.000,7045,Natural Gas,"3,300",1,Home Performance,Single Family,Building Shell,510,74,779,"{'latitude': '43.095575', 'longitude': '-79.040037', 'human_address': '{""address"": """", ""city"": ""Niagara Falls"", ""state"": ""NY"", ""zip"": ""14301""}'}",159,165,2131,1922,National Fuel Gas Distribution
2021-01-30T00:00:00.000,389035,Oneida,Rome,13440,National Grid,2019-03-28T00:00:00.000,4998,Natural Gas,840,1,Home Performance,Single Family,Building Shell,1652,32,525,"{'latitude': '43.214717', 'longitude': '-75.454665', 'human_address': '{""address"": """", ""city"": ""Rome"", ""state"": ""NY"", ""zip"": ""13440""}'}",989,1366,625,,National Grid
2021-01-30T00:00:00.000,386698,Oneida,Utica,13501,National Grid,2019-04-04T00:00:00.000,5325,Natural Gas,927,1,Home Performance,Single Family,Building Shell,208,34,338,"{'latitude': '43.085324', 'longitude': '-75.228495', 'human_address': '{""address"": """", ""city"": ""Utica"", ""state"": ""NY"", ""zip"": ""13501""}'}",984,1464,625,,National Grid
2021-01-30T00:00:00.000,389601,Sullivan,Glen Spey,12737,Orange & Rockland,2019-04-16T00:00:00.000,3881,Oil,"2,766",1,Home Performance,Single Family,Building Shell,510,8,346,"{'latitude': '41.489649', 'longitude': '-74.80524', 'human_address': '{""address"": """", ""city"": ""Glen Spey"", ""state"": ""NY"", ""zip"": ""12737""}'}",654,1048,2180,,
2021-01-30T00:00:00.000,372047,Tioga,Spencer,14883,New York State Electric & Gas,2019-05-15T00:00:00.000,6454,Pellets,"1,816",1,Home Performance,Single Family,Building Shell,510,32,656,"{'latitude': '42.244555', 'longitude': '-76.484279', 'human_address': '{""address"": """", ""city"": ""Spencer"", ""state"": ""NY"", ""zip"": ""14883""}'}",51,914,630,1921,
2021-01-30T00:00:00.000,402537,Oneida,Utica,13502,National Grid,2019-06-11T00:00:00.000,4927,Natural Gas,"3,046",1,Home Performance,Single Family,Building Shell,494,61,558,"{'latitude': '43.125063', 'longitude': '-75.202584', 'human_address': '{""address"": """", ""city"": ""Utica"", ""state"": ""NY"", ""zip"": ""13502""}'}",929,1465,625,,National Grid
2021-01-30T00:00:00.000,382914,Onondaga,Syracuse,13219,National Grid,2019-06-21T00:00:00.000,6427,Natural Gas,"1,346",1,Home Performance,Single Family,Building Shell,443,36,386,"{'latitude': '43.04093', 'longitude': '-76.224174', 'human_address': '{""address"": """", ""city"": ""Syracuse"", ""state"": ""NY"", ""zip"": ""13219""}'}",699,733,2132,1953,National Grid
2021-01-30T00:00:00.000,390632,Herkimer,Herkimer,13350,National Grid,2019-07-08T00:00:00.000,5165,Kerosene,980,1,Home Performance,Mobile,Building Shell,410,16,294,"{'latitude': '43.046568', 'longitude': '-74.988232', 'human_address': '{""address"": """", ""city"": ""Herkimer"", ""state"": ""NY"", ""zip"": ""13350""}'}",679,559,2088,1995,
2021-01-30T00:00:00.000,417282,Queens,Queens,11367,Consolidated Edison,2019-07-11T00:00:00.000,4751,Oil,"1,224",1,Home Performance,Single Family,Building Shell,767,24,740,"{'latitude': '40.729914', 'longitude': '-73.824338', 'human_address': '{""address"": """", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": ""11367""}'}",196,837,2137,,
2021-01-30T00:00:00.000,421974,Livingston,Avon,14414,National Grid,2019-08-02T00:00:00.000,8392,Propane,"1,768",1,Home Performance,Mobile,Building Shell,410,31,784,"{'latitude': '42.89327', 'longitude': '-77.727866', 'human_address': '{""address"": """", ""city"": ""Avon"", ""state"": ""NY"", ""zip"": ""14414""}'}",748,171,2091,2004,
2021-01-30T00:00:00.000,414259,Onondaga,Syracuse,13207,National Grid,2019-08-26T00:00:00.000,2860,Natural Gas,"1,500",1,Home Performance,Single Family,Building Shell,0,25,208,"{'latitude': '43.019009', 'longitude': '-76.164985', 'human_address': '{""address"": """", ""city"": ""Syracuse"", ""state"": ""NY"", ""zip"": ""13207""}'}",687,725,2132,,National Grid
2021-01-30T00:00:00.000,408121,Chenango,Mcdonough,13801,New York State Electric & Gas,2019-09-11T00:00:00.000,5871,Propane,812,1,Home Performance,Mobile,Building Shell,443,18,479,"{'latitude': '42.503833', 'longitude': '-75.781729', 'human_address': '{""address"": """", ""city"": ""Mcdonough"", ""state"": ""NY"", ""zip"": ""13801""}'}",267,434,2037,,
2021-01-30T00:00:00.000,423268,Oneida,Camden,13316,National Grid,2019-09-11T00:00:00.000,2560,Oil,"1,387",1,Home Performance,Single Family,Building Shell,494,22,432,"{'latitude': '43.371679', 'longitude': '-75.755941', 'human_address': '{""address"": """", ""city"": ""Camden"", ""state"": ""NY"", ""zip"": ""13316""}'}",930,773,625,,
2021-01-30T00:00:00.000,354395,Jefferson,Rodman,13682,National Grid,2019-10-04T00:00:00.000,8520,Oil,"2,520",1,Home Performance,Single Family,Building Shell,1687,64,1770,"{'latitude': '43.842547', 'longitude': '-75.885698', 'human_address': '{""address"": """", ""city"": ""Rodman"", ""state"": ""NY"", ""zip"": ""13682""}'}",844,1613,2089,,
2021-01-30T00:00:00.000,416521,Oswego,Oswego,13126,National Grid,2019-10-14T00:00:00.000,3944,Natural Gas,"1,740",1,Home Performance,Single Family,Building Shell,0,28,232,"{'latitude': '43.440456', 'longitude': '-76.474421', 'human_address': '{""address"": """", ""city"": ""Oswego"", ""state"": ""NY"", ""zip"": ""13126""}'}",232,667,2135,1872,National Grid
2021-01-30T00:00:00.000,403130,Wyoming,Warsaw,14569,New York State Electric & Gas,2019-10-24T00:00:00.000,5495,Other,"1,840",1,Home Performance,Single Family,Building Shell,477,14,386,"{'latitude': '42.740132', 'longitude': '-78.167436', 'human_address': '{""address"": """", ""city"": ""Warsaw"", ""state"": ""NY"", ""zip"": ""14569""}'}",391,415,2186,,
2021-01-30T00:00:00.000,426469,Rensselaer,Schaghticoke,12154,National Grid,2019-12-13T00:00:00.000,4943,Oil,"1,454",1,Home Performance,Single Family,Building Shell,510,20,458,"{'latitude': '42.931823', 'longitude': '-73.601518', 'human_address': '{""address"": """", ""city"": ""Schaghticoke"", ""state"": ""NY"", ""zip"": ""12154""}'}",113,1401,2138,1832,
2021-01-30T00:00:00.000,446702,Wayne,Macedon,14502,Rochester Gas & Electric,2020-01-20T00:00:00.000,8091,Propane,924,1,Home Performance,Single Family,Building Shell,443,28,694,"{'latitude': '43.096601', 'longitude': '-77.336363', 'human_address': '{""address"": """", ""city"": ""Macedon"", ""state"": ""NY"", ""zip"": ""14502""}'}",634,316,631,1989,
2021-01-30T00:00:00.000,394950,Orange,Harriman,10926,Orange & Rockland,2020-02-04T00:00:00.000,5880,Kerosene,980,1,Home Performance,Mobile,Building Shell,0,6,154,"{'latitude': '41.307075', 'longitude': '-74.149144', 'human_address': '{""address"": """", ""city"": ""Harriman"", ""state"": ""NY"", ""zip"": ""10926""}'}",871,1506,2134,,
2021-01-30T00:00:00.000,427596,Steuben,Prattsburgh,14873,New York State Electric & Gas,2020-02-14T00:00:00.000,5699,Propane,"1,220",1,Home Performance,Single Family,Building Shell,0,16,380,"{'latitude': '42.523492', 'longitude': '-77.293814', 'human_address': '{""address"": """", ""city"": ""Prattsburgh"", ""state"": ""NY"", ""zip"": ""14873""}'}",27,59,2178,,
2021-01-30T00:00:00.000,440032,Oneida,Utica,13501,National Grid,2020-02-14T00:00:00.000,3983,Natural Gas,"1,232",1,Home Performance,Single Family,Building Shell,494,14,170,"{'latitude': '43.085324', 'longitude': '-75.228495', 'human_address': '{""address"": """", ""city"": ""Utica"", ""state"": ""NY"", ""zip"": ""13501""}'}",984,1464,625,,National Grid
2021-01-30T00:00:00.000,440823,Bronx,The Bronx,10456,Consolidated Edison,2020-02-21T00:00:00.000,5515,Oil,"1,620",1,Home Performance,Single Family,Building Shell,837,17,513,"{'latitude': '40.830652', 'longitude': '-73.908566', 'human_address': '{""address"": """", ""city"": ""The Bronx"", ""state"": ""NY"", ""zip"": ""10456""}'}",307,652,2032,1921,
2021-01-30T00:00:00.000,447907,Oswego,Oswego,13126,National Grid,2020-03-03T00:00:00.000,6046,Natural Gas,"1,598",1,Home Performance,Single Family,Building Shell,510,38,364,"{'latitude': '43.440456', 'longitude': '-76.474421', 'human_address': '{""address"": """", ""city"": ""Oswego"", ""state"": ""NY"", ""zip"": ""13126""}'}",232,667,2135,,National Grid
2021-01-30T00:00:00.000,442769,Chautauqua,Fredonia,14063,National Grid,2020-03-06T00:00:00.000,2448,Propane,Report SF less than 800,1,Home Performance,Mobile,Building Shell,259,2,78,"{'latitude': '42.421916', 'longitude': '-79.33618', 'human_address': '{""address"": """", ""city"": ""Fredonia"", ""state"": ""NY"", ""zip"": ""14063""}'}",204,519,2035,,
2021-01-30T00:00:00.000,445494,Tioga,Lockwood,14859,Municipal,2020-03-26T00:00:00.000,5729,Propane,"1,488",1,Home Performance,Single Family,Building Shell,890,16,461,"{'latitude': '42.118337', 'longitude': '-76.540781', 'human_address': '{""address"": """", ""city"": ""Lockwood"", ""state"": ""NY"", ""zip"": ""14859""}'}",58,1792,630,,
2021-01-30T00:00:00.000,456058,Niagara,Gasport,14067,National Grid,2020-03-26T00:00:00.000,2161,Other,"1,306",1,Home Performance,Single Family,Building Shell,0,13,230,"{'latitude': '43.213739', 'longitude': '-78.567482', 'human_address': '{""address"": """", ""city"": ""Gasport"", ""state"": ""NY"", ""zip"": ""14067""}'}",155,522,2131,,
2021-01-30T00:00:00.000,456305,Tioga,Owego,13827,New York State Electric & Gas,2020-07-14T00:00:00.000,5446,Propane,"1,280",1,Home Performance,Single Family,Building Shell,393,14,379,"{'latitude': '42.111474', 'longitude': '-76.252877', 'human_address': '{""address"": """", ""city"": ""Owego"", ""state"": ""NY"", ""zip"": ""13827""}'}",53,450,630,2003,
2021-01-30T00:00:00.000,453975,Kings,Brooklyn,11203,Consolidated Edison,2020-08-11T00:00:00.000,3957,Natural Gas,878,1,Home Performance,Single Family,Building Shell,477,32,472,"{'latitude': '40.649707', 'longitude': '-73.933487', 'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11203""}'}",894,881,2090,1941,National Grid
2021-01-30T00:00:00.000,456394,Orleans,Kent,14477,National Grid,2020-08-13T00:00:00.000,10525,Oil,"1,820",1,Home Performance,Single Family,Building Shell,510,49,914,"{'latitude': '43.346379', 'longitude': '-78.13651', 'human_address': '{""address"": """", ""city"": ""Kent"", ""state"": ""NY"", ""zip"": ""14477""}'}",505,245,626,1851,
2021-01-30T00:00:00.000,421863,Oneida,Utica,13502,National Grid,2020-10-22T00:00:00.000,11713,Natural Gas,"2,372",1,Home Performance,Single Family,Building Shell,494,65,587,"{'latitude': '43.125063', 'longitude': '-75.202584', 'human_address': '{""address"": """", ""city"": ""Utica"", ""state"": ""NY"", ""zip"": ""13502""}'}",929,1465,625,,National Grid
2021-01-30T00:00:00.000,440199,Oswego,Altmar,13302,National Grid,2020-11-03T00:00:00.000,7750,Propane,840,1,Home Performance,Single Family,Building Shell,510,13,338,"{'latitude': '43.504362', 'longitude': '-75.973027', 'human_address': '{""address"": """", ""city"": ""Altmar"", ""state"": ""NY"", ""zip"": ""13302""}'}",252,762,2135,1971,
2021-01-30T00:00:00.000,464452,Delaware,Walton,13856,Municipal,2020-11-06T00:00:00.000,5270,Other,"1,250",1,Home Performance,Single Family,Building Shell,0,26,933,"{'latitude': '42.17512', 'longitude': '-75.164794', 'human_address': '{""address"": """", ""city"": ""Walton"", ""state"": ""NY"", ""zip"": ""13856""}'}",555,467,2039,,
2021-01-30T00:00:00.000,463551,Nassau,East Meadow,11554,Long Island Power Authority,2020-11-12T00:00:00.000,5263,Oil,"2,202",1,Home Performance,Single Family,Building Shell,630,21,673,"{'latitude': '40.716032', 'longitude': '-73.556907', 'human_address': '{""address"": """", ""city"": ""East Meadow"", ""state"": ""NY"", ""zip"": ""11554""}'}",62,1459,2094,1972,
2021-01-30T00:00:00.000,452630,Chautauqua,Ashville,14710,National Grid,2020-11-18T00:00:00.000,5170,Propane,"1,249",1,Home Performance,Mobile,Building Shell,494,22,473,"{'latitude': '42.103879', 'longitude': '-79.41392', 'human_address': '{""address"": """", ""city"": ""Ashville"", ""state"": ""NY"", ""zip"": ""14710""}'}",206,1692,2035,1976,
2021-01-30T00:00:00.000,461581,Oneida,Utica,13502,National Grid,2021-01-05T00:00:00.000,12039,Natural Gas,"1,936",1,Home Performance,Single Family,Building Shell,208,60,517,"{'latitude': '43.125063', 'longitude': '-75.202584', 'human_address': '{""address"": """", ""city"": ""Utica"", ""state"": ""NY"", ""zip"": ""13502""}'}",929,1465,625,,National Grid
2021-01-30T00:00:00.000,454181,Columbia,Hudson,12534,National Grid,2021-01-07T00:00:00.000,4704,Oil,"1,264",1,Home Performance,Single Family,Building Shell,1084,48,306,"{'latitude': '42.228628', 'longitude': '-73.753401', 'human_address': '{""address"": """", ""city"": ""Hudson"", ""state"": ""NY"", ""zip"": ""12534""}'}",523,977,619,1971,
2021-01-30T00:00:00.000,418438,Erie,Buffalo,14225,New York State Electric & Gas,2019-08-02T00:00:00.000,1483,Natural Gas,"1,260",1,Home Performance,Single Family,Heating and Cooling,443,3,70,"{'latitude': '42.928', 'longitude': '-78.7594', 'human_address': '{""address"": """", ""city"": ""Buffalo"", ""state"": ""NY"", ""zip"": ""14225""}'}",298,160,2041,,National Fuel Gas Distribution
2021-01-30T00:00:00.000,336864,Oneida,Utica,13501,National Grid,2018-04-13T00:00:00.000,4672,Natural Gas,"1,844",1,Home Performance,Single Family,Building Shell,368,23,264,"{'latitude': '43.085324', 'longitude': '-75.228495', 'human_address': '{""address"": """", ""city"": ""Utica"", ""state"": ""NY"", ""zip"": ""13501""}'}",984,1464,625,,National Grid
2021-01-30T00:00:00.000,365618,Erie,Buffalo,14215,National Grid,2019-01-02T00:00:00.000,3452,Natural Gas,"1,153",1,Home Performance,Single Family,Building Shell,510,31,371,"{'latitude': '42.934202', 'longitude': '-78.808435', 'human_address': '{""address"": """", ""city"": ""Buffalo"", ""state"": ""NY"", ""zip"": ""14215""}'}",300,71,2041,,National Fuel Gas Distribution
2021-01-30T00:00:00.000,326034,Chautauqua,Jamestown,14701,Municipal,2018-02-06T00:00:00.000,4438,Natural Gas,"1,074",1,Home Performance,Single Family,Building Shell,0,27,221,"{'latitude': '42.088748', 'longitude': '-79.250031', 'human_address': '{""address"": """", ""city"": ""Jamestown"", ""state"": ""NY"", ""zip"": ""14701""}'}",209,1687,2035,,National Fuel Gas Distribution
2021-01-30T00:00:00.000,392511,Oneida,Rome,13440,National Grid,2019-07-26T00:00:00.000,2632,Natural Gas,"1,053",1,Home Performance,Single Family,Building Shell,0,16,136,"{'latitude': '43.214717', 'longitude': '-75.454665', 'human_address': '{""address"": """", ""city"": ""Rome"", ""state"": ""NY"", ""zip"": ""13440""}'}",989,1366,625,1996,National Grid
2021-01-30T00:00:00.000,430535,Monroe,Rochester,14620,Rochester Gas & Electric,2019-10-17T00:00:00.000,3883,Natural Gas,"1,650",1,Home Performance,Single Family,Building Shell,443,8,112,"{'latitude': '43.130156', 'longitude': '-77.603915', 'human_address': '{""address"": """", ""city"": ""Rochester"", ""state"": ""NY"", ""zip"": ""14620""}'}",537,1679,2093,1872,Rochester Gas & Electric
2021-01-30T00:00:00.000,420729,St. Lawrence,Norwood,13668,National Grid,2020-01-07T00:00:00.000,6307,Natural Gas,"2,244",1,Home Performance,Single Family,Building Shell,0,51,578,"{'latitude': '44.751294', 'longitude': '-74.988091', 'human_address': '{""address"": """", ""city"": ""Norwood"", ""state"": ""NY"", ""zip"": ""13668""}'}",312,1590,2140,1906,
2021-01-30T00:00:00.000,411571,Wayne,Savannah,13146,Rochester Gas & Electric,2019-10-17T00:00:00.000,4159,Propane,"1,544",1,Home Performance,Single Family,Building Shell,658,8,217,"{'latitude': '43.096791', 'longitude': '-76.757158', 'human_address': '{""address"": """", ""city"": ""Savannah"", ""state"": ""NY"", ""zip"": ""13146""}'}",629,687,631,1981,
2021-01-30T00:00:00.000,323237,Erie,Buffalo,14221,National Grid,2018-02-16T00:00:00.000,5567,Natural Gas,"1,870",1,Home Performance,Single Family,Building Shell,0,29,279,"{'latitude': '42.980424', 'longitude': '-78.728009', 'human_address': '{""address"": """", ""city"": ""Buffalo"", ""state"": ""NY"", ""zip"": ""14221""}'}",304,110,2041,,National Grid
