reporting_period,project_id,project_county,project_city,project_zip,electric_utility,project_completion_date,total_project_cost,pre_retrofit_home_heating_fuel_type,size_of_home,number_of_units,job_type,type_of_dwelling,measure_type,estimated_annual_kwh_savings,estimated_annual_mmbtu_savings,first_year_modeled_project_energy_savings_estimate,location_1,:@computed_region_yamh_8v7k,:@computed_region_wbg7_3whc,:@computed_region_kjdx_g34t,year_home_built,gas_utility
2021-01-30T00:00:00.000,368659,Kings,Brooklyn,11203,Consolidated Edison,2018-10-01T00:00:00.000,7573,Natural Gas,"2,328",1,Home Performance,Single Family,Building Shell,764,58,1123,"{'latitude': '40.649707', 'longitude': '-73.933487', 'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11203""}'}",894,881,2090,1953,National Grid
2021-01-30T00:00:00.000,392318,Monroe,Penfield,14526,Rochester Gas & Electric,2019-04-16T00:00:00.000,4175,Natural Gas,"1,400",1,Home Performance,Single Family,Building Shell,107,18,164,"{'latitude': '43.145637', 'longitude': '-77.45526', 'human_address': '{""address"": """", ""city"": ""Penfield"", ""state"": ""NY"", ""zip"": ""14526""}'}",541,366,2093,,Rochester Gas & Electric
2021-01-30T00:00:00.000,427864,Ulster,Highland,12528,Central Hudson Gas & Electric,2019-11-11T00:00:00.000,7679,Oil,Report SF less than 800,1,Home Performance,Single Family,Building Shell,510,38,746,"{'latitude': '41.730554', 'longitude': '-73.991662', 'human_address': '{""address"": """", ""city"": ""Highland"", ""state"": ""NY"", ""zip"": ""12528""}'}",423,972,2182,1941,
2021-01-30T00:00:00.000,332135,Herkimer,Frankfort,13340,National Grid,2018-11-15T00:00:00.000,2587,Natural Gas,840,1,Home Performance,Mobile,Building Shell,0,18,167,"{'latitude': '43.050515', 'longitude': '-75.115762', 'human_address': '{""address"": """", ""city"": ""Frankfort"", ""state"": ""NY"", ""zip"": ""13340""}'}",681,552,2088,2001,National Grid
2021-01-30T00:00:00.000,355074,Broome,Binghamton,13905,New York State Electric & Gas,2018-09-13T00:00:00.000,8151,Natural Gas,"1,120",1,Home Performance,Single Family,Building Shell,0,52,549,"{'latitude': '42.142291', 'longitude': '-75.93522', 'human_address': '{""address"": """", ""city"": ""Binghamton"", ""state"": ""NY"", ""zip"": ""13905""}'}",966,479,2033,,New York State Electric & Gas
2021-01-30T00:00:00.000,330805,Niagara,Lockport,14094,New York State Electric & Gas,2018-03-23T00:00:00.000,4720,Natural Gas,"1,008",1,Home Performance,Single Family,Building Shell,0,38,401,"{'latitude': '43.157671', 'longitude': '-78.693851', 'human_address': '{""address"": """", ""city"": ""Lockport"", ""state"": ""NY"", ""zip"": ""14094""}'}",163,930,2131,,New York State Electric & Gas
2021-01-30T00:00:00.000,367241,Oswego,Mexico,13114,National Grid,2018-09-20T00:00:00.000,6087,Kerosene,Report SF less than 800,1,Home Performance,Mobile,Building Shell,477,39,1297,"{'latitude': '43.466852', 'longitude': '-76.240968', 'human_address': '{""address"": """", ""city"": ""Mexico"", ""state"": ""NY"", ""zip"": ""13114""}'}",244,658,2135,1996,
2021-01-30T00:00:00.000,340550,Cayuga,Auburn,13021,New York State Electric & Gas,2018-05-11T00:00:00.000,4006,Natural Gas,"1,772",1,Home Performance,Single Family,Building Shell,510,18,236,"{'latitude': '42.92408', 'longitude': '-76.558936', 'human_address': '{""address"": """", ""city"": ""Auburn"", ""state"": ""NY"", ""zip"": ""13021""}'}",87,343,618,1903,New York State Electric & Gas
2021-01-30T00:00:00.000,394107,Cattaraugus,Olean,14760,National Grid,2019-07-02T00:00:00.000,3829,Electric,"1,748",1,Home Performance,Single Family,Building Shell,510,23,278,"{'latitude': '42.080311', 'longitude': '-78.421587', 'human_address': '{""address"": """", ""city"": ""Olean"", ""state"": ""NY"", ""zip"": ""14760""}'}",348,1732,2034,1921,National Grid
2021-01-30T00:00:00.000,407057,Warren,Glens Falls,12801,National Grid,2019-08-29T00:00:00.000,6185,Natural Gas,"1,564",1,Home Performance,Single Family,Building Shell,510,38,371,"{'latitude': '43.311431', 'longitude': '-73.647738', 'human_address': '{""address"": """", ""city"": ""Glens Falls"", ""state"": ""NY"", ""zip"": ""12801""}'}",824,783,2183,Reported Yr Home Blt before 1800,National Grid
2021-01-30T00:00:00.000,345921,Oneida,New Hartford,13413,National Grid,2018-12-17T00:00:00.000,1793,Natural Gas,"1,040",1,Home Performance,Single Family,Building Shell,510,9,152,"{'latitude': '43.066343', 'longitude': '-75.287002', 'human_address': '{""address"": """", ""city"": ""New Hartford"", ""state"": ""NY"", ""zip"": ""13413""}'}",921,1274,625,1951,National Grid
2021-01-30T00:00:00.000,329512,Oswego,Pennellville,13132,National Grid,2018-08-02T00:00:00.000,688,Oil,"1,440",1,Home Performance,Single Family,Building Shell,510,1,88,"{'latitude': '43.263181', 'longitude': '-76.241571', 'human_address': '{""address"": """", ""city"": ""Pennellville"", ""state"": ""NY"", ""zip"": ""13132""}'}",233,669,2135,,
2021-01-30T00:00:00.000,421228,Madison,Chittenango,13037,National Grid,2019-09-11T00:00:00.000,5425,Natural Gas,"1,997",1,Home Performance,Single Family,Building Shell,410,35,335,"{'latitude': '43.056265', 'longitude': '-75.867522', 'human_address': '{""address"": """", ""city"": ""Chittenango"", ""state"": ""NY"", ""zip"": ""13037""}'}",119,356,2092,,National Grid
2021-01-30T00:00:00.000,418800,Kings,Brooklyn,11207,Consolidated Edison,2019-07-19T00:00:00.000,5023,Natural Gas,"1,332",1,Home Performance,Single Family,Building Shell,510,29,438,"{'latitude': '40.670047', 'longitude': '-73.893934', 'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11207""}'}",894,885,2090,,National Grid
2021-01-30T00:00:00.000,369672,Monroe,Rochester,14626,Rochester Gas & Electric,2018-11-21T00:00:00.000,1850,Natural Gas,"2,290",1,Home Performance,Single Family,Building Shell,0,12,123,"{'latitude': '43.214513', 'longitude': '-77.707056', 'human_address': '{""address"": """", ""city"": ""Rochester"", ""state"": ""NY"", ""zip"": ""14626""}'}",548,1685,2093,1986,Rochester Gas & Electric
2021-01-30T00:00:00.000,384435,Queens,Queens,11429,Consolidated Edison,2019-04-16T00:00:00.000,6947,Natural Gas,"1,440",1,Home Performance,Single Family,Building Shell,460,42,656,"{'latitude': '40.70975', 'longitude': '-73.73906', 'human_address': '{""address"": """", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": ""11429""}'}",196,1214,2137,1951,National Grid
2021-01-30T00:00:00.000,412393,Erie,Buffalo,14208,National Grid,2019-10-28T00:00:00.000,1982,Natural Gas,"1,380",1,Home Performance,Single Family,Building Shell,368,6,83,"{'latitude': '42.914914', 'longitude': '-78.850828', 'human_address': '{""address"": """", ""city"": ""Buffalo"", ""state"": ""NY"", ""zip"": ""14208""}'}",300,64,2041,,National Fuel Gas Distribution
2021-01-30T00:00:00.000,349006,Monroe,Rochester,14616,Rochester Gas & Electric,2018-04-06T00:00:00.000,5403,Natural Gas,"1,092",1,Home Performance,Single Family,Building Shell,510,42,473,"{'latitude': '43.233155', 'longitude': '-77.655373', 'human_address': '{""address"": """", ""city"": ""Rochester"", ""state"": ""NY"", ""zip"": ""14616""}'}",548,1675,2093,1933,Rochester Gas & Electric
2021-01-30T00:00:00.000,368083,Suffolk,Babylon,11702,Long Island Power Authority,2018-08-20T00:00:00.000,8413,Oil,"1,317",1,Home Performance,Single Family,Building Shell,760,29,719,"{'latitude': '40.653301', 'longitude': '-73.380416', 'human_address': '{""address"": """", ""city"": ""Babylon"", ""state"": ""NY"", ""zip"": ""11702""}'}",1023,,2179,1971,
2021-01-30T00:00:00.000,397762,Albany,East Berne,12059,National Grid,2019-08-20T00:00:00.000,5768,Oil,"1,442",1,Home Performance,Single Family,Building Shell,426,24,528,"{'latitude': '42.615462', 'longitude': '-74.057318', 'human_address': '{""address"": """", ""city"": ""East Berne"", ""state"": ""NY"", ""zip"": ""12059""}'}",813,1184,2030,1971,
2021-01-30T00:00:00.000,400099,Dutchess,Beacon,12508,Central Hudson Gas & Electric,2019-04-18T00:00:00.000,2070,Oil,"2,094",1,Home Performance,Single Family,Building Shell,1743,10,404,"{'latitude': '41.505589', 'longitude': '-73.961768', 'human_address': '{""address"": """", ""city"": ""Beacon"", ""state"": ""NY"", ""zip"": ""12508""}'}",601,950,2040,1989,
2021-01-30T00:00:00.000,435395,Albany,Altamont,12009,National Grid,2020-01-06T00:00:00.000,2593,Oil,"1,548",1,Home Performance,Single Family,Building Shell,0,18,353,"{'latitude': '42.700923', 'longitude': '-74.026413', 'human_address': '{""address"": """", ""city"": ""Altamont"", ""state"": ""NY"", ""zip"": ""12009""}'}",832,1142,2030,1956,
2021-01-30T00:00:00.000,407931,Niagara,Niagara Falls,14304,National Grid,2019-08-22T00:00:00.000,1425,Natural Gas,"1,704",1,Home Performance,Single Family,Building Shell,0,4,28,"{'latitude': '43.09392', 'longitude': '-78.961364', 'human_address': '{""address"": """", ""city"": ""Niagara Falls"", ""state"": ""NY"", ""zip"": ""14304""}'}",160,168,2131,1952,National Fuel Gas Distribution
2021-01-30T00:00:00.000,362061,Livingston,Dansville,14437,New York State Electric & Gas,2018-08-23T00:00:00.000,5927,Natural Gas,"2,004",1,Home Performance,Single Family,Building Shell,510,28,329,"{'latitude': '42.572866', 'longitude': '-77.723485', 'human_address': '{""address"": """", ""city"": ""Dansville"", ""state"": ""NY"", ""zip"": ""14437""}'}",739,228,2091,1903,New York State Electric & Gas
2021-01-30T00:00:00.000,383952,Queens,Queens,11369,Consolidated Edison,2019-01-02T00:00:00.000,4301,Natural Gas,"2,450",1,Home Performance,Single Family,Building Shell,510,36,583,"{'latitude': '40.763688', 'longitude': '-73.872334', 'human_address': '{""address"": """", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": ""11369""}'}",196,839,2137,1951,National Grid
2021-01-30T00:00:00.000,377901,Onondaga,Cicero,13039,National Grid,2018-12-06T00:00:00.000,4395,Natural Gas,"1,726",1,Home Performance,Single Family,Building Shell,410,41,426,"{'latitude': '43.172813', 'longitude': '-76.088447', 'human_address': '{""address"": """", ""city"": ""Cicero"", ""state"": ""NY"", ""zip"": ""13039""}'}",704,357,2132,1971,National Grid
2021-01-30T00:00:00.000,385463,Herkimer,Frankfort,13340,National Grid,2019-02-15T00:00:00.000,6748,Oil,"2,662",1,Home Performance,Single Family,Building Shell,0,59,1277,"{'latitude': '43.050515', 'longitude': '-75.115762', 'human_address': '{""address"": """", ""city"": ""Frankfort"", ""state"": ""NY"", ""zip"": ""13340""}'}",681,552,2088,1821,
2021-01-30T00:00:00.000,366407,Wayne,Williamson,14589,Rochester Gas & Electric,2018-10-21T00:00:00.000,10124,Electric,"1,836",1,Home Performance,Mobile,Building Shell,0,73,724,"{'latitude': '43.241518', 'longitude': '-77.175308', 'human_address': '{""address"": """", ""city"": ""Williamson"", ""state"": ""NY"", ""zip"": ""14589""}'}",626,1657,631,2002,Rochester Gas & Electric
2021-01-30T00:00:00.000,356865,Onondaga,Syracuse,13205,National Grid,2018-06-14T00:00:00.000,7141,Natural Gas,"1,541",1,Home Performance,Single Family,Building Shell,443,44,464,"{'latitude': '43.00819', 'longitude': '-76.144124', 'human_address': '{""address"": """", ""city"": ""Syracuse"", ""state"": ""NY"", ""zip"": ""13205""}'}",687,714,2132,,National Grid
2021-01-30T00:00:00.000,402911,Chautauqua,Sinclairville,14782,National Grid,2019-11-07T00:00:00.000,3346,Propane,Report SF less than 800,1,Home Performance,Single Family,Building Shell,393,2,94,"{'latitude': '42.265692', 'longitude': '-79.257488', 'human_address': '{""address"": """", ""city"": ""Sinclairville"", ""state"": ""NY"", ""zip"": ""14782""}'}",221,1743,2035,1971,
2021-01-30T00:00:00.000,405607,Orange,Kiryas Joel,10950,Orange & Rockland,2019-05-08T00:00:00.000,646,Electric,"1,400",1,Electric Reduction,Single Family,Building Shell,443,11,209,"{'latitude': '41.322198', 'longitude': '-74.194618', 'human_address': '{""address"": """", ""city"": ""Kiryas Joel"", ""state"": ""NY"", ""zip"": ""10950""}'}",871,1542,2134,2006,Orange & Rockland
2021-01-30T00:00:00.000,364464,Chautauqua,Cherry Creek,14723,National Grid,2018-11-09T00:00:00.000,4817,Propane,"1,657",1,Home Performance,Single Family,Building Shell,368,42,975,"{'latitude': '42.307873', 'longitude': '-79.140381', 'human_address': '{""address"": """", ""city"": ""Cherry Creek"", ""state"": ""NY"", ""zip"": ""14723""}'}",218,1704,2035,,
2021-01-30T00:00:00.000,438458,Saratoga,Greenfield Center,12833,National Grid,2019-12-10T00:00:00.000,589,Propane,"1,372",1,Home Performance,Single Family,Building Shell,54,8,139,"{'latitude': '43.135043', 'longitude': '-73.851854', 'human_address': '{""address"": """", ""city"": ""Greenfield Center"", ""state"": ""NY"", ""zip"": ""12833""}'}",1004,95,2141,2001,
2021-01-30T00:00:00.000,381819,Niagara,Lockport,14094,New York State Electric & Gas,2019-04-16T00:00:00.000,3147,Natural Gas,"1,420",1,Home Performance,Single Family,Building Shell,0,24,250,"{'latitude': '43.157671', 'longitude': '-78.693851', 'human_address': '{""address"": """", ""city"": ""Lockport"", ""state"": ""NY"", ""zip"": ""14094""}'}",163,930,2131,,New York State Electric & Gas
2021-01-30T00:00:00.000,332475,Orange,Monroe,10950,Orange & Rockland,2018-07-05T00:00:00.000,2251,Natural Gas,"1,750",1,Home Performance,Single Family,Building Shell,510,12,266,"{'latitude': '41.322198', 'longitude': '-74.194618', 'human_address': '{""address"": """", ""city"": ""Monroe"", ""state"": ""NY"", ""zip"": ""10950""}'}",871,1542,2134,,Orange & Rockland
2021-01-30T00:00:00.000,342371,Monroe,Rochester,14611,Rochester Gas & Electric,2018-03-28T00:00:00.000,1987,Natural Gas,960,1,Home Performance,Single Family,Building Shell,510,18,235,"{'latitude': '43.148072', 'longitude': '-77.643386', 'human_address': '{""address"": """", ""city"": ""Rochester"", ""state"": ""NY"", ""zip"": ""14611""}'}",537,1669,2093,1941,Rochester Gas & Electric
2021-01-30T00:00:00.000,337849,Monroe,Rochester,14606,Rochester Gas & Electric,2018-06-08T00:00:00.000,2665,Natural Gas,"1,890",1,Home Performance,Single Family,Building Shell,426,12,175,"{'latitude': '43.170242', 'longitude': '-77.690241', 'human_address': '{""address"": """", ""city"": ""Rochester"", ""state"": ""NY"", ""zip"": ""14606""}'}",549,1664,2093,1901,Rochester Gas & Electric
2021-01-30T00:00:00.000,334970,Madison,Chittenago,13037,National Grid,2018-04-06T00:00:00.000,6995,Natural Gas,"1,496",1,Home Performance,Single Family,Building Shell,301,45,450,"{'latitude': '43.056265', 'longitude': '-75.867522', 'human_address': '{""address"": """", ""city"": ""Chittenago"", ""state"": ""NY"", ""zip"": ""13037""}'}",119,356,2092,1957,National Grid
2021-01-30T00:00:00.000,392832,Monroe,Rochester,14606,Rochester Gas & Electric,2019-03-18T00:00:00.000,2028,Natural Gas,"1,388",1,Home Performance,Single Family,Building Shell,510,8,133,"{'latitude': '43.170242', 'longitude': '-77.690241', 'human_address': '{""address"": """", ""city"": ""Rochester"", ""state"": ""NY"", ""zip"": ""14606""}'}",549,1664,2093,1941,Rochester Gas & Electric
2021-01-30T00:00:00.000,329009,Bronx,Bronx,10469,Consolidated Edison,2018-04-20T00:00:00.000,4128,Natural Gas,"3,000",1,Home Performance,Single Family,Building Shell,1082,30,698,"{'latitude': '40.86878', 'longitude': '-73.847397', 'human_address': '{""address"": """", ""city"": ""Bronx"", ""state"": ""NY"", ""zip"": ""10469""}'}",307,706,2032,1934,Consolidated Edison
2021-01-30T00:00:00.000,396489,Kings,Brooklyn,11219,Consolidated Edison,2019-05-28T00:00:00.000,1178,Natural Gas,"3,930",1,Home Performance,Single Family,Building Shell,807,5,218,"{'latitude': '40.6326', 'longitude': '-73.99708', 'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11219""}'}",894,897,2090,1961,National Grid
2021-01-30T00:00:00.000,374889,Bronx,Bronx,10472,Consolidated Edison,2018-10-01T00:00:00.000,465,Natural Gas,947,1,Electric Reduction,Single Family,Building Shell,443,0,84,"{'latitude': '40.829533', 'longitude': '-73.869836', 'human_address': '{""address"": """", ""city"": ""Bronx"", ""state"": ""NY"", ""zip"": ""10472""}'}",307,709,2032,,National Grid
2021-01-30T00:00:00.000,410880,Oneida,Rome,13440,National Grid,2019-05-15T00:00:00.000,7005,Other,"1,288",1,Home Performance,Mobile,Building Shell,510,33,630,"{'latitude': '43.214717', 'longitude': '-75.454665', 'human_address': '{""address"": """", ""city"": ""Rome"", ""state"": ""NY"", ""zip"": ""13440""}'}",989,1366,625,2006,
2021-01-30T00:00:00.000,331665,Kings,Brooklyn,11225,Consolidated Edison,2018-06-28T00:00:00.000,4168,Natural Gas,"1,757",1,Home Performance,Single Family,Building Shell,1005,32,611,"{'latitude': '40.663779', 'longitude': '-73.953905', 'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11225""}'}",894,809,2090,,National Grid
2021-01-30T00:00:00.000,424397,Bronx,The Bronx,10453,Consolidated Edison,2019-10-10T00:00:00.000,6723,Natural Gas,"2,400",1,Home Performance,Single Family,Building Shell,779,40,735,"{'latitude': '40.852346', 'longitude': '-73.91222', 'human_address': '{""address"": """", ""city"": ""The Bronx"", ""state"": ""NY"", ""zip"": ""10453""}'}",307,649,2032,,Consolidated Edison
2021-01-30T00:00:00.000,342625,Livingston,Hemlock,14466,National Grid,2018-07-09T00:00:00.000,5544,Natural Gas,"1,530",1,Home Performance,Single Family,Building Shell,0,32,295,"{'latitude': '42.779286', 'longitude': '-77.585985', 'human_address': '{""address"": """", ""city"": ""Hemlock"", ""state"": ""NY"", ""zip"": ""14466""}'}",802,236,2133,,National Grid
2021-01-30T00:00:00.000,340005,Bronx,Bronx,10453,Consolidated Edison,2018-01-26T00:00:00.000,429,Natural Gas,800,1,Electric Reduction,Single Family,Building Shell,410,1,87,"{'latitude': '40.852346', 'longitude': '-73.91222', 'human_address': '{""address"": """", ""city"": ""Bronx"", ""state"": ""NY"", ""zip"": ""10453""}'}",307,649,2032,,National Grid
2021-01-30T00:00:00.000,358653,Erie,Buffalo,14215,National Grid,2018-08-07T00:00:00.000,4592,Natural Gas,"1,900",1,Home Performance,Single Family,Building Shell,897,22,338,"{'latitude': '42.934202', 'longitude': '-78.808435', 'human_address': '{""address"": """", ""city"": ""Buffalo"", ""state"": ""NY"", ""zip"": ""14215""}'}",300,71,2041,,National Fuel Gas Distribution
2021-01-30T00:00:00.000,347245,Erie,Buffalo,14201,National Grid,2018-06-25T00:00:00.000,1804,Natural Gas,"1,400",1,Home Performance,Single Family,Building Shell,0,10,95,"{'latitude': '42.896348', 'longitude': '-78.885088', 'human_address': '{""address"": """", ""city"": ""Buffalo"", ""state"": ""NY"", ""zip"": ""14201""}'}",300,32,2041,1911,National Fuel Gas Distribution
2021-01-30T00:00:00.000,410042,Monroe,Rochester,14611,Rochester Gas & Electric,2019-05-31T00:00:00.000,4169,Natural Gas,Report SF less than 800,1,Home Performance,Single Family,Building Shell,587,43,420,"{'latitude': '43.148072', 'longitude': '-77.643386', 'human_address': '{""address"": """", ""city"": ""Rochester"", ""state"": ""NY"", ""zip"": ""14611""}'}",537,1669,2093,1941,Rochester Gas & Electric
2021-01-30T00:00:00.000,342200,Erie,Buffalo,14215,National Grid,2018-03-20T00:00:00.000,3090,Natural Gas,"1,328",1,Home Performance,Single Family,Building Shell,107,16,168,"{'latitude': '42.934202', 'longitude': '-78.808435', 'human_address': '{""address"": """", ""city"": ""Buffalo"", ""state"": ""NY"", ""zip"": ""14215""}'}",300,71,2041,1953,National Fuel Gas Distribution
2021-01-30T00:00:00.000,352139,Suffolk,Farmingville,11738,Long Island Power Authority,2018-10-11T00:00:00.000,5299,Oil,"1,900",1,Home Performance,Single Family,Building Shell,0,12,265,"{'latitude': '40.837174', 'longitude': '-73.03891', 'human_address': '{""address"": """", ""city"": ""Farmingville"", ""state"": ""NY"", ""zip"": ""11738""}'}",1022,1116,2179,2001,
2021-01-30T00:00:00.000,419410,Erie,Buffalo,14215,National Grid,2019-10-21T00:00:00.000,2526,Natural Gas,"1,040",1,Home Performance,Single Family,Building Shell,443,9,111,"{'latitude': '42.934202', 'longitude': '-78.808435', 'human_address': '{""address"": """", ""city"": ""Buffalo"", ""state"": ""NY"", ""zip"": ""14215""}'}",300,71,2041,1922,National Fuel Gas Distribution
2021-01-30T00:00:00.000,325882,Erie,Buffalo,14211,National Grid,2018-02-27T00:00:00.000,1934,Natural Gas,"1,440",1,Home Performance,Single Family,Building Shell,510,9,155,"{'latitude': '42.908504', 'longitude': '-78.82425', 'human_address': '{""address"": """", ""city"": ""Buffalo"", ""state"": ""NY"", ""zip"": ""14211""}'}",300,67,2041,,National Fuel Gas Distribution
2021-01-30T00:00:00.000,411682,Ulster,Gardiner,12525,Central Hudson Gas & Electric,2019-09-19T00:00:00.000,8515,Oil,952,1,Home Performance,Mobile,Building Shell,259,36,727,"{'latitude': '41.683748', 'longitude': '-74.177103', 'human_address': '{""address"": """", ""city"": ""Gardiner"", ""state"": ""NY"", ""zip"": ""12525""}'}",435,969,2182,1980,
2021-01-30T00:00:00.000,393639,Erie,Buffalo,14223,National Grid,2019-03-21T00:00:00.000,4674,Natural Gas,"1,780",1,Home Performance,Single Family,Building Shell,510,20,262,"{'latitude': '42.973445', 'longitude': '-78.845988', 'human_address': '{""address"": """", ""city"": ""Buffalo"", ""state"": ""NY"", ""zip"": ""14223""}'}",278,158,2041,1950,National Fuel Gas Distribution
2021-01-30T00:00:00.000,416927,Erie,Hamburg,14075,National Grid,2019-10-24T00:00:00.000,3371,Natural Gas,"1,659",1,Home Performance,Single Family,Building Shell,510,11,183,"{'latitude': '42.727748', 'longitude': '-78.83641', 'human_address': '{""address"": """", ""city"": ""Hamburg"", ""state"": ""NY"", ""zip"": ""14075""}'}",289,527,2041,1951,National Fuel Gas Distribution
2021-01-30T00:00:00.000,391287,Rensselaer,Johnsonville,12094,National Grid,2019-03-11T00:00:00.000,531,Propane,"1,400",1,Home Performance,Mobile,Building Shell,368,0,61,"{'latitude': '42.892966', 'longitude': '-73.49357', 'human_address': '{""address"": """", ""city"": ""Johnsonville"", ""state"": ""NY"", ""zip"": ""12094""}'}",117,1237,2138,1995,
2021-01-30T00:00:00.000,408820,Bronx,The Bronx,10472,Consolidated Edison,2019-07-11T00:00:00.000,5949,Natural Gas,"2,800",1,Home Performance,Single Family,Building Shell,1304,59,956,"{'latitude': '40.829533', 'longitude': '-73.869836', 'human_address': '{""address"": """", ""city"": ""The Bronx"", ""state"": ""NY"", ""zip"": ""10472""}'}",307,709,2032,,Consolidated Edison
2021-01-30T00:00:00.000,394092,Genesee,Batavia,14020,National Grid,2019-06-03T00:00:00.000,5997,Oil,"1,344",1,Home Performance,Single Family,Building Shell,510,23,543,"{'latitude': '43.000966', 'longitude': '-78.209704', 'human_address': '{""address"": """", ""city"": ""Batavia"", ""state"": ""NY"", ""zip"": ""14020""}'}",792,489,2086,,
2021-01-30T00:00:00.000,419692,Nassau,Plainview,11803,Long Island Power Authority,2019-09-23T00:00:00.000,6517,Natural Gas,"2,060",1,Home Performance,Single Family,Building Shell,1431,21,520,"{'latitude': '40.781109', 'longitude': '-73.476569', 'human_address': '{""address"": """", ""city"": ""Plainview"", ""state"": ""NY"", ""zip"": ""11803""}'}",59,1490,2094,,National Grid
2021-01-30T00:00:00.000,428438,Bronx,The Bronx,10467,Consolidated Edison,2019-09-11T00:00:00.000,403,Natural Gas,811,1,Electric Reduction,Single Family,Building Shell,259,1,70,"{'latitude': '40.874901', 'longitude': '-73.870219', 'human_address': '{""address"": """", ""city"": ""The Bronx"", ""state"": ""NY"", ""zip"": ""10467""}'}",307,704,2032,,Consolidated Edison
2021-01-30T00:00:00.000,320867,Tioga,Spencer,14883,New York State Electric & Gas,2018-01-23T00:00:00.000,6376,Natural Gas,"1,860",1,Home Performance,Single Family,Building Shell,301,29,338,"{'latitude': '42.244555', 'longitude': '-76.484279', 'human_address': '{""address"": """", ""city"": ""Spencer"", ""state"": ""NY"", ""zip"": ""14883""}'}",51,914,630,,New York State Electric & Gas
2021-01-30T00:00:00.000,357165,Ontario,Geneva,14456,New York State Electric & Gas,2018-06-14T00:00:00.000,5548,Natural Gas,Report SF less than 800,1,Home Performance,Single Family,Building Shell,0,30,316,"{'latitude': '42.847993', 'longitude': '-76.996769', 'human_address': '{""address"": """", ""city"": ""Geneva"", ""state"": ""NY"", ""zip"": ""14456""}'}",808,233,2133,,New York State Electric & Gas
2021-01-30T00:00:00.000,348155,Steuben,Addison,14801,New York State Electric & Gas,2018-07-02T00:00:00.000,3024,Oil,"1,712",1,Home Performance,Single Family,Building Shell,410,10,327,"{'latitude': '42.09552', 'longitude': '-77.284231', 'human_address': '{""address"": """", ""city"": ""Addison"", ""state"": ""NY"", ""zip"": ""14801""}'}",25,1748,2178,1921,
2021-01-30T00:00:00.000,415211,Bronx,The Bronx,10455,Consolidated Edison,2019-06-13T00:00:00.000,517,Natural Gas,Report SF less than 800,1,Electric Reduction,Single Family,Building Shell,259,1,75,"{'latitude': '40.814725', 'longitude': '-73.907401', 'human_address': '{""address"": """", ""city"": ""The Bronx"", ""state"": ""NY"", ""zip"": ""10455""}'}",307,651,2032,,Consolidated Edison
2021-01-30T00:00:00.000,388906,Oneida,Lee Center,13363,National Grid,2019-02-11T00:00:00.000,7375,Kerosene,"1,092",1,Home Performance,Mobile,Building Shell,510,34,719,"{'latitude': '43.31776', 'longitude': '-75.510554', 'human_address': '{""address"": """", ""city"": ""Lee Center"", ""state"": ""NY"", ""zip"": ""13363""}'}",924,568,625,2000,
2021-01-30T00:00:00.000,367351,Rockland,Spring Valley,10977,Orange & Rockland,2019-01-25T00:00:00.000,5096,Natural Gas,"1,404",1,Home Performance,Single Family,Building Shell,773,29,548,"{'latitude': '41.116859', 'longitude': '-74.047476', 'human_address': '{""address"": """", ""city"": ""Spring Valley"", ""state"": ""NY"", ""zip"": ""10977""}'}",529,1560,628,1965,Orange & Rockland
2021-01-30T00:00:00.000,376826,Onondaga,North Syracuse,13212,National Grid,2019-03-18T00:00:00.000,1493,Natural Gas,840,1,Home Performance,Single Family,Building Shell,0,14,128,"{'latitude': '43.126591', 'longitude': '-76.132726', 'human_address': '{""address"": """", ""city"": ""North Syracuse"", ""state"": ""NY"", ""zip"": ""13212""}'}",703,730,2132,1955,National Grid
2021-01-30T00:00:00.000,388706,Oneida,Marcy,13403,National Grid,2019-08-20T00:00:00.000,4253,Natural Gas,"2,288",1,Home Performance,Single Family,Building Shell,460,53,547,"{'latitude': '43.161302', 'longitude': '-75.273947', 'human_address': '{""address"": """", ""city"": ""Marcy"", ""state"": ""NY"", ""zip"": ""13403""}'}",923,574,625,1896,National Grid
2021-01-30T00:00:00.000,400219,Broome,Binghamton,13901,New York State Electric & Gas,2019-05-21T00:00:00.000,7523,Natural Gas,"1,994",1,Home Performance,Single Family,Building Shell,1388,44,566,"{'latitude': '42.1586', 'longitude': '-75.884165', 'human_address': '{""address"": """", ""city"": ""Binghamton"", ""state"": ""NY"", ""zip"": ""13901""}'}",945,475,2033,,New York State Electric & Gas
2021-01-30T00:00:00.000,382824,Onondaga,Marcellus,13108,New York State Electric & Gas,2019-04-25T00:00:00.000,1062,Oil,"2,684",1,Home Performance,Single Family,Building Shell,0,4,83,"{'latitude': '42.974441', 'longitude': '-76.331005', 'human_address': '{""address"": """", ""city"": ""Marcellus"", ""state"": ""NY"", ""zip"": ""13108""}'}",695,644,2132,1841,
